$Data, $aa, $acap, $aexp, $b, $cplx, $docu, $etat, $flex, $kloc, $ltex, $pcap, $pcon, $plex, $pmat, $pr, $prec, $pvol, $rely, $resl, $ruse, $sced, $site, $stor, $team, $time, $tool, <effort, <months, <defects, <risks
2.215, 2.927, 3.925, 3.221, 7.462, 3.842, 1.543, 3.09, 3.785, 260.495, 3.312, 3.643, 3.488, 1.908, 2.714, 3.05, 2.016, 2.277, 3.055, 1.513, 2.668, 3.0, 5.376, 3.564, 4.708, 3.76, 2.0, 540.94, 24.66, 5711.545, 0.0
3.122, 3.459, 4.347, 3.864, 7.498, 2.098, 2.56, 1.19, 3.33, 166.934, 1.32, 3.766, 1.098, 1.839, 2.058, 5.249, 2.482, 3.882, 3.614, 4.235, 5.225, 3.0, 5.709, 3.121, 2.477, 3.136, 2.0, 787.112, 28.468, 6022.934, 0.268
4.173, 4.805, 3.811, 3.531, 4.821, 2.408, 2.317, 5.022, 3.118, 59.378, 3.75, 4.975, 1.334, 1.437, 2.791, 5.973, 1.995, 2.165, 3.017, 2.946, 4.55, 3.0, 1.42, 3.472, 3.812, 3.26, 2.0, 318.184, 21.207, 1757.48, 0.0
3.03, 2.379, 3.07, 2.088, 5.735, 2.386, 1.259, 2.713, 4.806, 67.972, 3.326, 3.255, 1.337, 1.907, 2.026, 4.02, 2.334, 2.551, 3.817, 4.571, 4.416, 3.0, 1.866, 3.004, 1.054, 3.386, 2.0, 507.833, 24.808, 8063.273, 1.072
2.448, 3.141, 4.367, 2.629, 9.681, 1.804, 2.076, 4.18, 3.393, 317.09, 2.815, 3.537, 1.905, 3.579, 2.275, 3.179, 1.754, 2.425, 3.881, 4.6, 3.188, 3.0, 3.027, 3.526, 3.234, 3.437, 2.0, 837.177, 28.415, 5930.062, 0.536
2.088, 1.691, 3.734, 4.92, 3.029, 2.515, 2.037, 2.228, 1.445, 16.218, 1.396, 3.475, 4.88, 1.617, 2.989, 5.267, 2.113, 3.603, 1.743, 1.211, 4.161, 3.0, 3.823, 3.244, 4.073, 3.04, 2.0, 27.725, 10.213, 515.742, 1.34
3.045, 4.724, 4.228, 3.105, 5.887, 1.131, 4.496, 1.869, 4.07, 346.079, 3.643, 3.659, 4.92, 1.363, 2.328, 2.151, 1.174, 3.25, 1.087, 4.545, 3.109, 3.0, 5.952, 3.696, 1.488, 3.704, 2.0, 503.399, 25.03, 5612.849, 2.145
4.91, 4.225, 4.061, 4.322, 8.539, 2.41, 1.036, 4.162, 1.962, 338.759, 3.056, 3.229, 2.954, 2.02, 2.212, 3.608, 1.56, 3.642, 1.93, 1.282, 4.853, 3.0, 4.279, 3.144, 3.416, 3.255, 2.0, 1395.022, 34.849, 21243.762, 1.609
3.713, 2.073, 3.49, 3.417, 4.734, 3.625, 1.718, 5.504, 2.095, 42.367, 3.069, 3.778, 2.028, 1.65, 2.065, 4.225, 1.942, 3.364, 2.812, 4.099, 2.785, 3.0, 2.484, 3.203, 1.104, 3.5, 2.0, 199.201, 19.003, 2550.762, 0.268
3.724, 4.705, 4.983, 2.304, 8.122, 3.197, 3.126, 3.028, 2.938, 245.086, 3.595, 3.544, 1.986, 1.725, 2.906, 1.398, 1.227, 4.588, 2.347, 3.163, 4.236, 3.0, 3.655, 3.993, 3.464, 3.118, 2.0, 1695.235, 36.075, 17027.874, 0.536
3.336, 1.5, 3.587, 3.381, 9.411, 1.854, 1.842, 2.457, 1.149, 207.459, 1.703, 4.653, 2.637, 1.078, 2.287, 5.629, 1.827, 3.683, 2.655, 3.636, 2.816, 3.0, 1.515, 3.056, 3.121, 3.393, 2.0, 600.745, 26.45, 15960.377, 1.072
3.836, 3.567, 3.751, 4.088, 5.744, 1.075, 3.236, 2.52, 2.196, 30.236, 1.912, 4.229, 2.849, 1.434, 2.847, 3.134, 1.362, 2.514, 1.98, 3.196, 4.074, 3.0, 5.057, 3.806, 3.546, 3.694, 2.0, 121.592, 16.14, 889.494, 2.145
2.159, 5.022, 3.456, 3.611, 7.796, 3.447, 3.71, 2.799, 1.949, 121.526, 2.383, 3.029, 1.569, 1.921, 2.61, 4.342, 4.205, 2.579, 3.648, 2.626, 4.166, 3.0, 4.177, 3.901, 2.916, 3.434, 2.0, 590.346, 25.525, 3015.761, 0.0
4.739, 4.698, 3.206, 2.659, 9.314, 1.676, 3.843, 4.364, 3.124, 237.212, 1.122, 4.619, 2.868, 2.638, 2.694, 2.053, 4.257, 4.292, 2.848, 4.376, 3.614, 3.0, 3.9, 3.647, 1.585, 3.725, 2.0, 1117.092, 30.385, 5086.025, 1.609
3.269, 1.719, 4.111, 3.373, 4.166, 2.949, 2.016, 1.131, 4.698, 32.163, 1.33, 4.682, 1.496, 2.873, 2.872, 5.992, 1.17, 4.314, 2.323, 2.796, 5.439, 3.0, 5.7, 3.315, 1.215, 3.238, 2.0, 122.65, 16.184, 3346.035, 1.072
2.776, 1.834, 4.593, 4.1, 7.581, 3.324, 3.811, 3.98, 4.799, 146.841, 1.653, 4.39, 2.201, 3.391, 2.772, 3.954, 4.833, 2.112, 1.249, 4.175, 3.121, 3.0, 4.501, 3.63, 2.257, 3.948, 2.0, 237.768, 18.702, 1568.577, 2.145
3.831, 3.631, 4.11, 3.877, 4.912, 2.619, 1.224, 5.121, 3.916, 41.842, 2.384, 4.817, 3.544, 2.342, 2.282, 1.356, 3.799, 2.955, 3.772, 3.745, 4.0, 3.0, 5.657, 3.951, 4.674, 3.935, 2.0, 106.346, 14.841, 330.026, 0.0
3.831, 1.01, 3.685, 3.491, 8.8, 2.077, 4.66, 3.444, 3.972, 31.927, 2.329, 3.5, 1.026, 2.498, 2.648, 3.261, 3.008, 4.136, 2.008, 4.027, 4.84, 3.0, 5.347, 3.229, 2.22, 3.903, 2.0, 195.878, 18.088, 1400.603, 0.0
2.987, 2.718, 4.739, 2.783, 8.04, 3.316, 3.481, 3.987, 2.721, 390.004, 3.405, 3.375, 1.755, 1.486, 2.759, 3.663, 3.9, 3.752, 2.962, 4.609, 5.076, 3.0, 2.557, 3.583, 2.843, 3.218, 2.0, 1783.118, 34.85, 13712.537, 0.536
3.342, 5.426, 3.189, 2.854, 9.259, 1.273, 2.627, 2.955, 1.326, 168.034, 2.655, 4.76, 1.544, 2.078, 2.363, 4.222, 1.581, 3.283, 3.47, 1.14, 3.324, 3.0, 3.708, 3.481, 1.806, 3.047, 2.0, 957.617, 32.235, 11105.829, 1.072
2.063, 3.946, 3.519, 3.827, 6.88, 3.957, 4.917, 5.038, 3.192, 45.733, 2.107, 3.568, 1.098, 1.17, 2.608, 4.496, 3.178, 2.635, 1.51, 2.352, 5.395, 3.0, 1.371, 3.428, 3.617, 3.355, 2.0, 365.065, 21.663, 1896.021, 1.072
3.743, 2.025, 4.029, 2.854, 3.997, 2.861, 4.31, 4.394, 4.458, 317.762, 3.356, 4.636, 4.393, 2.65, 2.862, 3.612, 1.892, 4.374, 1.724, 2.737, 3.367, 3.0, 4.723, 3.839, 3.35, 3.486, 2.0, 646.473, 26.115, 6636.498, 2.145
3.959, 4.915, 4.088, 3.157, 3.462, 1.717, 3.47, 5.265, 1.086, 299.33, 3.86, 4.71, 2.929, 1.18, 2.243, 3.714, 2.636, 4.852, 3.478, 4.991, 4.422, 3.0, 1.197, 3.02, 3.435, 3.806, 2.0, 2253.128, 38.328, 5096.496, 1.072
2.11, 2.535, 3.253, 3.511, 3.927, 3.783, 3.972, 2.95, 4.795, 84.483, 2.271, 3.606, 3.889, 1.51, 2.614, 4.081, 1.757, 2.36, 1.092, 3.056, 2.535, 3.0, 4.302, 3.578, 3.395, 3.659, 2.0, 249.371, 19.474, 2679.068, 1.072
3.953, 3.163, 4.277, 3.003, 5.568, 2.592, 2.233, 1.505, 2.447, 287.14, 2.795, 4.662, 1.238, 1.708, 2.479, 3.79, 1.592, 2.221, 1.708, 2.993, 3.467, 3.0, 2.419, 3.516, 2.296, 3.488, 2.0, 1160.776, 32.605, 36603.237, 2.145
3.173, 1.287, 3.021, 3.772, 6.509, 3.375, 4.29, 1.777, 3.448, 190.824, 3.262, 3.072, 4.439, 3.602, 2.209, 5.36, 3.997, 2.753, 3.913, 3.823, 2.633, 3.0, 1.35, 3.949, 2.706, 3.337, 2.0, 755.385, 27.6, 3092.764, 0.268
2.46, 2.179, 3.576, 4.99, 7.254, 2.107, 1.985, 1.967, 2.495, 29.885, 3.434, 4.15, 4.196, 2.788, 2.063, 3.229, 1.119, 3.42, 1.117, 1.298, 4.973, 3.0, 4.063, 3.93, 3.537, 3.11, 2.0, 52.12, 12.507, 1593.081, 1.609
2.767, 2.402, 3.831, 3.762, 9.409, 3.945, 1.962, 4.652, 4.794, 206.018, 3.27, 4.671, 1.596, 3.422, 2.937, 4.071, 3.593, 3.077, 3.475, 4.615, 2.871, 3.0, 4.871, 3.435, 3.403, 3.216, 2.0, 369.075, 21.479, 2026.226, 0.0
4.724, 2.929, 3.291, 4.446, 8.501, 2.073, 1.334, 1.566, 2.827, 304.298, 3.545, 3.497, 2.636, 3.987, 2.356, 5.401, 4.722, 4.798, 2.168, 4.987, 2.168, 3.0, 4.84, 3.332, 4.987, 3.032, 2.0, 405.581, 21.992, 1429.588, 0.0
3.854, 2.76, 3.774, 2.527, 9.348, 3.546, 2.446, 3.809, 1.585, 76.442, 1.158, 3.419, 4.84, 2.322, 2.863, 3.569, 1.852, 2.264, 3.031, 3.801, 2.587, 3.0, 1.235, 3.794, 4.242, 3.062, 2.0, 288.159, 20.669, 1879.358, 0.268
4.073, 2.242, 4.981, 4.176, 4.246, 3.109, 1.85, 4.594, 2.638, 354.295, 3.536, 3.993, 3.339, 3.638, 2.57, 3.253, 1.521, 4.862, 3.959, 4.165, 5.262, 3.0, 3.804, 3.475, 1.446, 3.5, 2.0, 1009.56, 31.028, 13671.028, 0.0
3.966, 2.33, 3.691, 2.969, 3.078, 3.55, 3.567, 2.996, 2.11, 103.855, 2.381, 3.329, 3.08, 2.178, 2.353, 5.556, 4.503, 2.679, 1.104, 4.162, 5.534, 3.0, 3.302, 3.021, 3.733, 3.316, 2.0, 396.127, 21.926, 2787.605, 1.072
2.593, 1.44, 4.923, 3.702, 3.476, 3.899, 2.258, 1.228, 4.939, 217.685, 2.16, 3.374, 1.823, 1.844, 2.626, 4.218, 3.545, 3.643, 2.888, 4.767, 3.358, 3.0, 4.89, 3.802, 1.656, 3.979, 2.0, 496.931, 23.637, 10026.544, 0.536
4.972, 5.865, 4.962, 3.792, 5.621, 2.846, 4.719, 4.129, 4.061, 201.881, 1.05, 3.772, 1.045, 3.868, 2.212, 3.955, 2.456, 4.682, 1.874, 4.382, 3.334, 3.0, 5.787, 3.84, 3.091, 3.579, 2.0, 629.241, 25.408, 2716.391, 1.877
3.799, 4.236, 3.089, 3.438, 6.856, 3.963, 4.361, 4.832, 4.09, 375.613, 1.146, 3.08, 1.856, 2.948, 2.223, 4.868, 2.029, 3.719, 1.552, 3.592, 5.853, 3.0, 5.119, 3.848, 4.013, 3.193, 2.0, 1683.88, 35.267, 12725.045, 1.34
3.716, 2.341, 4.052, 2.896, 3.862, 2.073, 4.164, 5.037, 1.126, 82.896, 1.099, 3.577, 4.614, 1.46, 2.516, 4.593, 4.833, 3.313, 2.407, 3.034, 2.775, 3.0, 1.226, 3.301, 2.989, 3.791, 2.0, 454.094, 23.968, 1135.083, 1.072
2.387, 4.699, 4.168, 4.89, 4.701, 3.891, 4.693, 3.37, 3.018, 186.153, 1.751, 3.498, 4.121, 1.722, 2.8, 4.631, 1.046, 4.165, 3.852, 3.916, 4.348, 3.0, 3.315, 3.259, 1.602, 3.38, 2.0, 1553.958, 35.183, 4464.886, 0.268
3.616, 4.637, 3.548, 2.531, 8.145, 2.274, 3.634, 5.561, 4.596, 244.195, 1.052, 4.747, 1.896, 3.093, 2.954, 3.648, 3.281, 2.007, 2.421, 1.716, 4.451, 3.0, 1.138, 3.756, 1.855, 3.002, 2.0, 1307.12, 33.097, 8857.242, 1.609
2.03, 4.246, 3.502, 3.326, 3.666, 3.802, 4.796, 4.979, 1.942, 44.324, 1.455, 3.998, 4.069, 2.204, 2.746, 2.519, 1.001, 2.838, 3.611, 3.447, 2.753, 3.0, 2.073, 3.41, 1.336, 3.159, 2.0, 283.143, 21.303, 1018.184, 0.536
4.465, 1.544, 4.638, 4.653, 8.771, 1.697, 3.552, 2.969, 1.003, 107.227, 1.33, 3.257, 2.313, 2.922, 2.147, 2.136, 2.915, 2.031, 3.954, 4.714, 5.411, 3.0, 2.123, 3.928, 1.857, 3.042, 2.0, 592.002, 25.495, 3583.094, 1.072
2.731, 3.798, 4.639, 4.774, 5.895, 3.543, 4.539, 2.08, 1.569, 212.543, 2.49, 4.061, 1.413, 2.991, 2.305, 1.693, 2.511, 2.94, 2.261, 2.706, 2.895, 3.0, 1.217, 3.531, 4.412, 3.011, 2.0, 916.828, 29.712, 5716.348, 1.072
2.068, 3.308, 4.054, 2.87, 5.91, 1.059, 3.333, 4.045, 3.295, 178.56, 1.419, 4.486, 1.843, 1.89, 2.116, 4.168, 2.513, 4.939, 3.975, 2.655, 2.01, 3.0, 2.137, 3.306, 4.287, 3.015, 2.0, 891.039, 28.856, 3773.046, 1.072
2.963, 2.384, 4.094, 4.993, 5.488, 1.497, 2.046, 3.379, 2.323, 84.655, 3.705, 4.878, 3.745, 3.982, 2.432, 2.966, 2.563, 3.016, 2.692, 1.541, 4.044, 3.0, 1.073, 3.111, 3.938, 3.577, 2.0, 173.421, 17.776, 1841.358, 2.145
4.265, 5.26, 4.992, 4.694, 7.466, 2.403, 1.611, 1.594, 4.062, 305.461, 1.828, 4.226, 1.985, 1.386, 2.582, 4.343, 3.355, 3.157, 2.055, 1.263, 3.994, 3.0, 5.853, 3.506, 3.341, 3.04, 2.0, 515.779, 24.455, 7711.482, 1.072
4.354, 1.101, 4.229, 4.44, 8.643, 2.976, 4.592, 4.016, 2.788, 90.001, 1.642, 3.676, 2.077, 3.711, 2.569, 5.822, 2.828, 4.118, 2.961, 1.952, 4.01, 3.0, 4.491, 3.809, 4.695, 3.492, 2.0, 548.773, 25.18, 1526.129, 0.804
4.736, 5.625, 3.083, 4.048, 4.325, 3.449, 2.36, 5.24, 3.914, 163.039, 3.542, 3.973, 3.447, 1.434, 2.604, 1.415, 3.029, 4.447, 2.243, 4.072, 5.427, 3.0, 1.786, 3.879, 4.441, 3.086, 2.0, 967.274, 28.995, 4612.036, 0.0
2.506, 3.232, 3.489, 4.526, 7.66, 1.405, 2.505, 5.313, 2.978, 370.34, 3.948, 4.068, 2.291, 2.8, 2.722, 3.232, 4.583, 3.366, 2.067, 2.925, 3.495, 3.0, 1.408, 3.132, 3.059, 3.827, 2.0, 618.919, 25.525, 4819.731, 1.072
2.336, 3.71, 4.37, 4.379, 4.759, 1.028, 2.668, 2.115, 2.579, 44.147, 2.873, 4.861, 2.374, 1.985, 2.361, 5.396, 2.205, 3.331, 3.604, 2.328, 5.033, 3.0, 4.865, 3.583, 1.897, 3.933, 2.0, 130.365, 16.874, 1303.149, 1.072
3.286, 1.079, 3.199, 3.754, 7.863, 1.524, 2.895, 2.221, 4.642, 151.166, 1.537, 3.966, 4.498, 2.911, 2.931, 4.997, 4.524, 3.509, 3.496, 3.441, 3.872, 3.0, 4.106, 3.341, 2.941, 3.876, 2.0, 358.839, 21.174, 2322.835, 0.268
3.993, 3.798, 4.476, 3.846, 8.293, 3.607, 1.768, 3.264, 2.35, 63.532, 1.87, 4.722, 4.317, 3.187, 2.057, 3.4, 4.218, 4.259, 1.635, 4.224, 5.641, 3.0, 2.137, 3.219, 4.074, 3.078, 2.0, 229.844, 18.85, 1355.944, 2.145
4.957, 5.471, 3.005, 2.787, 8.655, 2.558, 4.603, 4.415, 4.453, 322.204, 2.775, 4.819, 4.633, 2.377, 2.411, 3.097, 3.832, 2.392, 1.616, 1.642, 3.935, 3.0, 5.216, 3.65, 1.583, 3.123, 2.0, 576.961, 25.696, 4755.984, 2.145
2.076, 4.105, 3.823, 4.224, 6.211, 3.159, 4.146, 2.844, 3.697, 228.779, 2.554, 4.556, 2.977, 3.523, 2.495, 2.99, 1.088, 3.619, 1.176, 3.259, 2.105, 3.0, 3.388, 3.91, 2.794, 3.363, 2.0, 534.632, 25.086, 5352.427, 1.609
3.342, 3.576, 3.514, 3.58, 5.403, 2.102, 3.928, 2.898, 4.9, 228.929, 2.244, 3.563, 4.454, 1.705, 2.982, 4.865, 1.605, 3.982, 2.257, 1.848, 5.611, 3.0, 4.493, 3.878, 3.196, 3.319, 2.0, 970.269, 29.222, 8691.812, 0.0
4.403, 4.105, 3.035, 4.693, 7.784, 2.971, 4.57, 3.667, 2.183, 57.08, 3.459, 3.276, 3.331, 2.387, 2.675, 1.698, 1.347, 3.117, 2.305, 4.429, 5.593, 3.0, 2.845, 3.427, 3.892, 3.942, 2.0, 450.236, 23.957, 1593.016, 0.0
2.835, 5.737, 3.546, 3.777, 8.997, 3.943, 3.053, 1.071, 3.233, 360.281, 3.845, 4.973, 2.655, 1.666, 2.635, 3.341, 4.364, 4.78, 1.075, 2.921, 4.723, 3.0, 1.698, 3.038, 2.417, 3.444, 2.0, 910.853, 28.833, 20012.319, 1.877
3.056, 5.195, 3.858, 4.51, 3.714, 3.563, 4.587, 1.769, 1.659, 99.003, 1.64, 3.648, 3.725, 3.92, 2.884, 5.554, 4.071, 4.77, 3.523, 3.076, 3.197, 3.0, 4.326, 3.065, 4.617, 3.325, 2.0, 312.269, 20.838, 521.861, 0.268
3.109, 5.818, 4.502, 4.267, 3.621, 1.547, 3.484, 1.001, 4.131, 101.79, 2.057, 3.19, 3.327, 2.744, 2.298, 2.94, 2.202, 3.84, 2.366, 1.252, 5.494, 3.0, 5.792, 3.82, 4.764, 3.478, 2.0, 230.819, 19.224, 1696.482, 1.072
3.762, 5.375, 4.471, 2.118, 4.98, 2.089, 1.021, 2.899, 4.021, 390.376, 3.2, 3.341, 4.633, 1.839, 2.339, 1.942, 1.791, 4.612, 2.303, 1.519, 3.007, 3.0, 3.909, 3.146, 2.375, 3.727, 2.0, 929.363, 29.858, 23246.899, 0.536
2.535, 2.845, 3.026, 3.967, 7.265, 3.999, 1.331, 1.99, 2.603, 256.542, 2.164, 3.758, 2.063, 2.551, 2.437, 5.193, 4.231, 3.187, 1.813, 2.526, 4.855, 3.0, 3.258, 3.969, 2.15, 3.824, 2.0, 950.935, 29.697, 24005.369, 1.072
3.121, 1.799, 3.891, 3.337, 6.485, 3.439, 4.105, 2.182, 1.663, 346.411, 3.681, 4.861, 4.014, 2.977, 2.5, 4.185, 1.311, 2.045, 3.61, 4.5, 4.429, 3.0, 4.143, 3.037, 4.934, 3.689, 2.0, 1041.897, 30.424, 3301.064, 0.0
4.562, 3.34, 3.064, 3.501, 6.557, 1.752, 4.136, 2.003, 1.033, 149.885, 1.202, 4.729, 4.878, 2.316, 2.682, 4.575, 4.877, 2.467, 3.178, 3.905, 4.625, 3.0, 4.194, 3.248, 3.164, 3.497, 2.0, 500.597, 24.179, 1425.116, 0.536
4.662, 5.576, 3.308, 3.981, 7.193, 1.268, 2.353, 4.037, 1.908, 197.156, 3.027, 3.567, 4.117, 3.97, 2.927, 2.683, 3.755, 4.968, 2.661, 3.928, 2.676, 3.0, 2.271, 3.218, 3.05, 3.302, 2.0, 636.424, 26.252, 1872.933, 0.0
4.642, 5.03, 3.372, 3.583, 8.369, 2.427, 3.087, 5.973, 4.132, 255.815, 1.915, 4.307, 3.358, 1.217, 2.514, 1.007, 3.126, 4.75, 3.75, 1.486, 5.254, 3.0, 5.602, 3.212, 4.026, 3.649, 2.0, 1011.379, 29.746, 5075.07, 0.0
3.708, 5.055, 3.372, 2.445, 4.24, 2.522, 4.676, 2.081, 4.029, 272.011, 3.57, 4.124, 4.936, 2.336, 2.351, 5.548, 3.451, 2.209, 2.874, 4.59, 5.634, 3.0, 4.71, 3.206, 2.902, 3.339, 2.0, 792.453, 27.425, 2287.758, 0.536
3.011, 1.817, 4.839, 4.813, 7.844, 3.536, 1.92, 1.349, 2.645, 338.096, 3.547, 4.765, 3.758, 1.205, 2.454, 2.575, 3.651, 4.397, 3.436, 1.01, 3.323, 3.0, 1.243, 3.808, 2.284, 3.776, 2.0, 991.926, 31.045, 26227.687, 0.268
4.469, 3.343, 4.457, 4.022, 4.304, 2.252, 1.377, 2.11, 4.037, 358.272, 2.206, 3.515, 4.396, 1.934, 2.712, 2.137, 4.27, 4.38, 2.07, 2.139, 2.994, 3.0, 5.775, 3.676, 1.838, 3.887, 2.0, 698.915, 27.123, 12460.217, 0.536
2.245, 1.029, 3.394, 2.135, 9.486, 2.658, 4.353, 1.071, 4.748, 181.042, 1.545, 3.99, 1.971, 2.733, 2.815, 5.941, 4.828, 2.747, 3.912, 1.757, 2.393, 3.0, 4.159, 3.116, 1.152, 3.368, 2.0, 787.367, 27.573, 5446.264, 0.804
3.794, 2.455, 3.883, 2.173, 9.94, 2.063, 2.857, 3.48, 4.483, 77.496, 2.877, 3.253, 4.716, 3.369, 2.74, 1.091, 1.147, 2.653, 1.248, 1.038, 4.529, 3.0, 5.043, 3.496, 4.046, 3.144, 2.0, 185.359, 18.148, 2903.606, 1.072
2.361, 3.522, 3.794, 2.401, 7.513, 1.471, 3.994, 3.473, 3.738, 184.047, 3.24, 4.754, 4.206, 3.098, 2.352, 1.633, 3.871, 2.324, 3.309, 2.396, 2.824, 3.0, 3.97, 3.557, 2.956, 3.148, 2.0, 391.446, 22.637, 1872.926, 0.536
3.716, 5.552, 3.904, 2.054, 5.87, 1.689, 4.494, 1.892, 1.684, 135.014, 1.511, 4.484, 3.921, 1.175, 2.56, 5.412, 2.676, 4.95, 2.634, 3.795, 4.291, 3.0, 3.053, 3.617, 1.677, 3.616, 2.0, 1143.636, 32.631, 4993.999, 1.609
4.836, 2.86, 3.287, 3.153, 5.176, 1.821, 3.952, 3.844, 3.82, 315.056, 1.069, 4.324, 4.223, 3.433, 2.905, 2.572, 4.749, 3.093, 3.461, 1.02, 3.128, 3.0, 4.221, 3.598, 1.986, 3.477, 2.0, 965.228, 29.723, 5726.331, 0.536
2.836, 1.405, 3.599, 2.06, 3.834, 1.851, 4.088, 4.06, 2.456, 149.325, 3.652, 3.937, 2.014, 3.1, 2.77, 5.881, 3.541, 4.392, 1.593, 4.484, 4.93, 3.0, 3.527, 3.434, 3.445, 3.97, 2.0, 587.4, 24.914, 3477.601, 1.072
3.42, 4.054, 4.903, 4.295, 9.981, 2.267, 2.94, 5.587, 1.103, 86.441, 2.945, 4.139, 2.202, 3.316, 2.716, 5.048, 1.733, 2.646, 1.677, 4.422, 5.636, 3.0, 4.872, 3.762, 1.727, 3.429, 2.0, 147.591, 17.259, 1304.598, 2.145
4.437, 3.352, 3.474, 2.72, 5.956, 2.999, 2.134, 2.135, 3.645, 318.199, 2.004, 3.451, 4.414, 2.528, 2.944, 1.882, 2.568, 2.079, 2.365, 2.44, 3.651, 3.0, 4.01, 3.616, 4.98, 3.286, 2.0, 1107.176, 30.361, 9311.775, 0.0
3.338, 1.63, 3.53, 2.84, 3.125, 1.885, 4.424, 1.356, 2.192, 375.948, 3.806, 3.723, 3.062, 2.699, 2.642, 4.24, 2.511, 4.546, 1.394, 2.479, 3.61, 3.0, 1.615, 3.318, 1.263, 3.699, 2.0, 1870.052, 38.607, 37142.935, 2.145
2.554, 5.693, 3.161, 4.873, 8.344, 2.313, 4.432, 2.46, 1.426, 181.698, 3.104, 4.835, 2.08, 1.483, 2.771, 4.273, 1.925, 4.361, 1.071, 2.147, 3.12, 3.0, 5.253, 3.464, 2.698, 3.896, 2.0, 657.209, 27.581, 4189.944, 1.609
2.522, 4.644, 3.353, 3.138, 4.815, 1.296, 1.66, 3.74, 2.489, 289.448, 1.319, 3.991, 4.172, 1.426, 2.552, 5.186, 1.888, 3.213, 1.12, 1.496, 5.411, 3.0, 4.912, 3.22, 3.887, 3.908, 2.0, 568.406, 26.341, 9682.297, 1.34
2.177, 4.175, 4.732, 4.474, 7.932, 3.1, 2.178, 4.962, 1.693, 301.137, 2.167, 3.459, 1.987, 1.987, 2.992, 1.425, 2.965, 2.899, 2.583, 4.873, 5.015, 3.0, 5.947, 3.392, 1.209, 3.481, 2.0, 738.051, 27.575, 5566.829, 0.536
3.128, 4.835, 3.779, 2.951, 6.833, 2.471, 4.653, 5.06, 1.68, 96.223, 3.424, 3.597, 3.07, 2.031, 2.345, 5.286, 2.283, 2.061, 1.76, 2.867, 2.596, 3.0, 1.659, 3.143, 3.37, 3.259, 2.0, 366.536, 22.617, 1254.083, 1.072
2.196, 1.799, 4.303, 3.56, 9.84, 3.897, 1.708, 2.865, 2.323, 230.219, 1.653, 4.33, 2.674, 1.937, 2.535, 3.826, 3.001, 2.266, 3.136, 4.857, 4.007, 3.0, 5.322, 3.708, 1.936, 3.216, 2.0, 591.042, 25.931, 6214.835, 0.0
2.439, 1.818, 4.622, 4.663, 3.589, 2.831, 1.177, 3.441, 2.304, 262.076, 3.287, 4.486, 1.183, 2.115, 2.044, 4.063, 3.773, 4.754, 1.923, 1.177, 2.366, 3.0, 4.466, 3.691, 1.052, 3.268, 2.0, 560.918, 26.218, 14481.262, 2.145
3.703, 3.707, 4.58, 2.557, 4.601, 2.178, 1.274, 4.103, 3.368, 189.233, 3.526, 4.913, 3.703, 3.02, 2.655, 1.563, 1.034, 3.527, 3.26, 1.693, 5.254, 3.0, 1.975, 3.305, 3.992, 3.865, 2.0, 667.711, 26.784, 10083.683, 0.0
4.857, 1.176, 4.745, 4.402, 9.105, 3.296, 2.631, 4.081, 3.61, 227.837, 1.105, 3.577, 2.253, 2.547, 2.014, 2.531, 2.93, 4.664, 1.899, 1.159, 2.663, 3.0, 2.234, 3.37, 3.56, 3.016, 2.0, 1404.687, 33.9, 17658.28, 1.877
3.198, 2.966, 3.487, 3.905, 6.866, 1.286, 3.723, 4.955, 2.839, 156.6, 1.402, 3.015, 2.368, 3.088, 2.493, 2.415, 4.412, 3.532, 3.064, 4.636, 4.874, 3.0, 5.185, 3.368, 3.946, 3.443, 2.0, 613.432, 24.849, 1155.486, 0.268
4.758, 5.953, 4.628, 4.59, 6.403, 2.727, 1.604, 2.249, 3.873, 35.401, 1.643, 4.789, 4.023, 2.964, 2.431, 4.81, 3.458, 2.069, 3.307, 1.952, 5.037, 3.0, 2.327, 3.625, 2.151, 3.969, 2.0, 142.895, 16.893, 1058.876, 0.0
2.621, 1.005, 3.731, 4.128, 4.193, 3.179, 4.459, 1.759, 3.244, 143.862, 2.985, 3.204, 2.979, 3.184, 2.425, 1.541, 2.683, 4.96, 2.611, 1.018, 2.696, 3.0, 2.488, 3.97, 3.305, 3.706, 2.0, 605.432, 26.297, 9990.147, 0.0
3.962, 5.141, 3.393, 2.729, 7.822, 2.595, 3.135, 1.197, 4.736, 54.183, 2.817, 3.376, 2.455, 1.766, 2.207, 5.971, 4.972, 3.26, 3.86, 1.134, 5.143, 3.0, 4.116, 3.441, 2.124, 3.543, 2.0, 383.06, 22.741, 2148.929, 0.0
3.613, 1.676, 4.616, 3.38, 4.52, 1.522, 1.359, 1.923, 1.662, 366.125, 3.586, 4.647, 4.097, 3.031, 2.582, 3.629, 4.438, 3.252, 2.974, 4.104, 2.097, 3.0, 2.993, 3.905, 3.137, 3.141, 2.0, 589.032, 25.515, 4249.553, 2.145
2.733, 2.679, 3.662, 2.306, 7.621, 1.485, 2.954, 3.55, 3.454, 190.465, 1.644, 4.13, 4.995, 1.563, 2.901, 5.135, 4.5, 3.973, 1.533, 4.26, 3.346, 3.0, 4.649, 3.863, 1.968, 3.275, 2.0, 381.958, 21.983, 2765.028, 2.681
